0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.050868142,-0.064463556,-0.017999398,0.080133736,-0.08339018,0.0383788,0.02502433,0.13703547,-0.04748277,0.068439536,0.027229581,-0.023919633,0.09219746,-0.04513612,0.049018893,0.063319355,-0.025016077,-0.034013666,0.005709968,-0.113055065,-0.06285085,0.0008166026,-0.023935197,-0.20055209,-0.06406301,0.05894722,-0.09789841,0.019648163,-0.055439275,0.035903465,-0.056926575,0.033305846,-0.004372639,-0.07862872,-0.06329982,-0.09508327,-0.021763103,-0.04812166,-0.0475484,0.13531698,0.13604549,-0.0058360365,-0.0974675,-0.05650767,-0.10352467,0.085183695,-0.054492667,0.0074075176,0.029322473,0.0018118011,-0.00418123,0.02603455,0.07604683,0.10168702,0.055274423,-0.11558369,0.050983995,-0.002159389,-0.008286865,-0.016249556,0.091754355,0.09208726,0.10240604,0.027597949
0.06482426,-0.07158385,-0.05913032,0.030689536,-0.108015954,0.02645656,0.009766175,0.122926965,-0.03992177,0.038997862,0.049993694,-0.067685105,0.09120655,0.020400159,0.07001953,0.09549743,0.043109916,0.013755917,-0.005540225,-0.06413086,0.0017439972,-0.014940117,-0.0055473354,-0.17605105,-0.070303395,0.06269192,-0.07214503,0.006325196,-0.08329344,0.014113696,-0.030398749,0.05683528,-0.05375711,-0.11486202,-0.013233275,-0.11017829,-0.09528313,-0.05023984,-0.048334617,0.091728285,0.16538726,-0.058506977,-0.056548096,-0.098161876,-0.102448255,0.08494671,-0.03757195,0.017417507,0.0601831,0.015394083,0.01742859,0.05091211,0.0689284,0.031848412,0.07770175,-0.05500969,0.0020414435,-0.0064033335,0.01836552,-0.07118398,0.07967628,0.038171884,0.09296714,0.05581388
0.08800404,-0.071897306,-0.06533428,0.0013923803,-0.14720939,0.04641717,0.04585983,0.11683636,-0.050199974,-0.036983274,0.05316791,-0.07576156,0.08408965,-0.0057536373,0.036123052,0.048551746,0.0006847042,0.010115033,-0.007926095,-0.035366632,-0.005057111,-0.018062262,-0.029405916,-0.1518876,-0.07349744,0.031068718,-0.0449929,-0.022375561,-0.07720544,0.0043366486,-0.05051264,0.025614485,-0.041428097,-0.11108249,0.012383012,-0.106506504,-0.05684307,-0.012914616,-0.048518714,0.09126688,0.11117222,-0.060314186,-0.06946836,-0.15109919,-0.10804864,0.08349681,0.015744668,0.0070043677,0.07633995,0.05344202,0.07933407,0.030328956,0.06448089,0.035166483,0.08653061,0.00080951216,0.020441698,-0.05052933,0.009629397,-0.13007134,0.12961233,0.055051424,0.11790775,0.06425144
0.09904962,-0.05116086,-0.05223158,0.042051814,-0.07588709,0.0219639,0.03474948,0.14445178,-0.04518985,0.018235883,0.060559634,-0.030322732,0.016567146,-0.0742473,0.068161614,0.12185045,-0.0021282446,0.03284758,0.038048692,-0.03572933,-0.013769767,-0.008846849,-0.0008299395,-0.13250169,-0.07721398,0.011145228,-0.044537965,-0.05778729,-0.03528228,0.009455903,-0.07730064,0.07251074,-0.091697335,-0.08560809,-0.00828172,-0.08223566,-0.081172734,-0.04044442,-0.04526001,0.016089948,0.09655666,-0.041830704,-0.04503173,-0.108178675,-0.14381246,0.08108683,0.05929437,-0.0060862284,0.06272561,0.04244804,0.062556006,-0.011785966,0.07327348,0.08700685,0.09265039,-0.019236572,0.025295073,0.0013354244,-0.011204506,-0.058844753,0.19045347,0.052523725,0.016980527,0.046575684
0.09585389,-0.03701943,-0.048507225,0.023275863,-0.10467265,0.020298604,0.0047924733,0.12688333,-0.044370387,0.081511,0.06578115,-0.033992447,0.04916534,-0.074880995,0.100011416,0.12499842,0.008745748,0.0057826866,0.029628873,-0.08366388,-0.016014118,-0.0020471418,0.028541833,-0.12951222,-0.086557426,0.03269639,-0.080076255,-0.02820285,-0.07457895,-0.0038290883,-0.1435491,0.057513695,-0.085258774,-0.09066863,-0.049670957,-0.06588147,-0.057218418,-0.016663192,-0.042108633,0.014703961,0.12944588,-0.011546368,7.6834614e-05,-0.0043464615,-0.11227144,0.009024986,0.003116927,0.014302899,0.040632814,0.02758219,0.046838272,-0.031148955,0.098535866,0.07909753,0.005992208,-0.034294438,-0.0066516944,-0.013043203,0.040911768,-0.061750807,0.12321481,0.054864675,0.035210125,0.028394515
0.09536697,-0.021694286,-0.082678296,0.0014386667,-0.028736327,0.021928148,0.020768942,0.1403536,-0.030034835,0.082616456,0.013237505,-0.05408167,0.013935405,-0.10882675,0.09444533,0.09122638,0.0039995345,0.032349605,-0.03075159,-0.09532942,-0.02278189,0.0008622387,0.023525467,-0.108686805,-0.06119104,0.014650913,-0.0375242,-0.0045375037,-0.06765658,-0.0066931644,-0.108082026,0.015013534,-0.051321257,-0.105073884,-0.0726205,-0.0969642,-0.12747948,-0.029208872,-0.03722827,0.06764077,0.13050409,-0.027880033,0.053267203,0.01398828,-0.121076725,-0.044744603,0.025836168,-0.009936447,0.047851432,0.06477958,0.020243868,-0.0007158688,0.12236007,0.05344949,0.006748007,-0.053249907,-0.060300447,0.00091279094,0.028164133,-0.066128954,0.04659038,0.10091701,0.088860326,0.0025711248
0.08801109,-0.013260731,-0.0473543,0.055948976,-0.09099886,0.02442616,0.074424356,0.10875889,-0.040698316,0.067169435,0.097435996,-0.015383192,0.057067465,-0.052225694,0.02449881,0.04926021,0.07775037,0.022560338,-0.024327502,-0.117501006,0.0065099047,0.0074613276,0.0049727526,-0.0921203,-0.09319895,0.020576173,-0.06148738,0.046516273,-0.04051113,-0.020532016,-0.08299009,0.012729429,-0.053897027,-0.1155274,0.024655314,-0.0757738,-0.09517633,-0.04523649,-0.033465493,-0.021880804,0.10067766,-0.040203433,-0.017810607,-0.0034829953,-0.13329574,0.03903596,-0.05173344,0.016005198,0.028391063,-0.004544721,0.040243153,0.06084596,0.13809311,0.09790304,0.04599136,-0.04103727,-0.0015554422,0.02574664,-0.022162054,-0.060394455,0.093904346,0.09510143,0.06301255,-0.02422571
0.0733883,-0.03189696,-0.017974557,0.05816595,-0.064280555,0.016518688,0.097703755,0.08879119,-0.045788698,0.02037356,0.08896882,0.009441836,0.103030145,-0.088316254,-0.008241122,0.03981154,0.051984068,0.044367526,0.033991784,-0.13129881,0.0007554412,0.013848594,0.0031443003,-0.061188806,-0.07644776,0.049116,-0.061069205,-0.008424336,-0.056971736,-0.025653394,-0.022605743,0.03639758,-0.07497564,-0.11989803,0.08319424,-0.067061014,-0.04986793,-0.036571015,-0.02929439,0.038730286,0.12914768,-0.046427634,-0.06421452,-0.069129504,-0.14888984,0.026735393,0.061860017,0.027233157,0.084111094,-0.011862392,0.048661675,0.04236232,0.10960678,0.05942635,0.0015518069,-0.023009071,0.017987674,-0.0044057956,-0.019989152,-0.026690217,0.056312677,0.038062863,-0.002300617,-0.03903764
0.07100332,0.016146978,-0.05228136,0.041580953,-0.048308767,0.007615307,0.10504484,0.058924638,-0.04191237,-0.0025018211,0.09146988,-0.0030769291,0.061390717,-0.0951768,-0.022633482,0.025785357,0.04955431,0.04448204,0.021176565,-0.0989087,-0.03961649,0.032276835,-0.008881352,-0.039691262,-0.067620516,0.051791765,-0.077386685,-0.031358294,-0.09452899,-0.017168457,-0.04442093,0.05611096,-0.14514491,-0.13083008,0.013917061,-0.060023963,0.0073812716,0.0018862555,-0.02153462,0.11399456,0.1367219,-0.04478957,-0.0047934977,-0.023128858,-0.15307613,0.03248263,0.120624624,0.024562545,0.099416435,-0.021415273,0.045115042,-0.0051796273,0.017908908,0.06436062,-0.045160253,0.02103702,0.008390978,-0.038672622,0.006294523,0.035977315,0.102531806,0.06615914,-0.014879664,0.0013960293
0.075976126,0.032187592,0.002183448,0.06692478,-0.08220956,0.010774481,0.05973246,0.06967846,-0.0237918,0.023975482,0.062389214,-0.012898852,0.01689172,-0.0762705,-0.020636277,-0.0035620877,0.030460091,0.05603766,0.041424382,-0.098729216,-0.11831386,0.03189439,-0.03730186,-0.036033593,-0.08087062,0.02056917,-0.069463156,-0.037191376,-0.08521333,-0.034215663,-0.09674838,0.061094735,-0.11660028,-0.13392684,-0.008789155,-0.029348508,0.04013108,0.012733628,-0.016755145,0.09004816,0.12034438,-0.02540528,0.020937134,0.013247824,-0.17674087,0.066304155,0.055445395,0.006170601,0.09189359,0.037987072,-0.023526257,-0.025518697,-0.027530171,0.08964067,-0.013157115,0.002634815,-2.3421442e-05,-0.06542054,0.0009073177,0.032864098,0.11009046,0.105299294,0.032719824,0.019513275
0.07485118,-0.031210264,-0.06416866,-0.018618854,-0.034600202,0.011088099,0.054297455,0.083310574,-0.05472322,-0.0011835435,0.0035890823,0.020435914,0.07997755,-0.109363474,0.02985846,-0.03559787,-0.030866174,0.044911906,0.08661591,-0.06348805,-0.11780153,0.035434306,-0.056786902,-0.0436722,-0.14634956,0.02118647,-0.078231454,0.020405535,-0.07066388,-0.03022072,-0.08980537,0.007223449,-0.06894153,-0.068663165,0.044777833,-0.08139065,0.030917006,0.025939355,-0.014474799,0.06899097,0.038231906,-0.0013954893,0.057625666,-0.047551066,-0.13161853,0.019167524,-0.058741186,-0.010543897,0.107331924,-0.020208614,0.0077030007,0.043797992,0.0073356,0.10559768,-0.023613144,-0.02825968,-0.030366087,-0.013002201,0.019502992,-0.003089727,0.044834856,0.14853121,0.06985769,-0.026922712
0.058676735,-0.03808725,-0.10120917,-0.040025525,-0.019542081,-0.012491204,0.039905142,0.08074768,-0.077899456,-0.005035102,0.0037862102,0.042591754,0.112484954,-0.1465394,0.0075403573,0.007892779,-0.01599346,0.025176812,0.11058482,-0.07959692,-0.025519619,0.044236,-0.05728355,-0.029237032,-0.15476933,0.061124854,-0.056106187,-0.08551533,-0.035618834,-0.03401328,-0.07528125,0.037094254,-0.10150749,-0.04609045,0.04320579,-0.08259479,-0.006668,-0.017570332,-0.011937617,0.07776194,0.043524127,-0.0017165941,0.065041125,-0.062370762,-0.12505785,-0.00564695,0.01805816,0.011827273,0.08261029,-0.03360196,-0.030915303,0.03996342,0.015519974,0.098291025,0.0048848004,-0.036492545,-0.02587957,0.00900013,0.06703367,0.05764477,0.074693054,0.1131254,0.027771669,-0.041905
0.03857601,-0.04947327,-0.111736275,-0.05829962,-0.017346265,-0.030611483,0.03135388,0.09780474,-0.07168723,0.0070402515,-0.007098964,0.011581405,0.12153916,-0.13372086,0.007817155,0.017055493,-0.05995508,0.016076373,0.05445417,-0.118136086,-0.029242918,0.043118797,-0.036121134,-0.018419763,-0.11901525,0.041333936,-0.05510859,-0.062164072,-0.03166882,-0.05491105,-0.021273337,0.031383373,-0.059225824,-0.08423578,0.058353674,-0.100418895,-0.03900748,-0.038210116,-0.013199527,0.058966197,0.0880683,-0.0058964696,0.060225066,-0.031263612,-0.100093566,-0.03159477,0.06705051,0.013987072,0.07317028,-0.009610677,-0.08095235,0.03205976,0.060044073,0.039505437,0.038012337,-0.045021374,-0.02344216,0.024210822,0.07459569,0.05213837,0.0035972463,0.09443413,0.024476256,-0.0511455
0.036961183,-0.025468564,-0.089918725,-0.028416786,-0.07926098,-0.034482494,0.022918569,0.10072569,-0.05384487,0.025994902,0.009987103,-0.006027253,0.107127175,-0.10394087,-0.017578682,0.003816898,-0.036724612,0.0139179,0.035365287,-0.13588104,-0.046789534,0.031903807,-0.0276475,-0.0056629195,-0.10725304,0.021955056,-0.051152732,-0.020516038,-0.022250583,-0.07866675,-0.0066735954,0.005015908,-0.014214796,-0.10891931,0.07349292,-0.08764636,-0.06334372,-0.029908165,-0.013605042,0.019326728,0.098367825,-0.032195337,0.039158184,0.017969595,-0.109262645,0.008899321,0.07279082,0.019985197,0.075399555,0.031211454,-0.112523735,0.030133003,0.06450126,0.017563323,0.046033487,-0.05694331,-0.0141411815,0.010039476,0.069587804,0.024821684,0.002428078,0.09142539,0.05439436,-0.03237466
0.043133877,-0.027668694,-0.09758128,-0.004290991,-0.10188708,-0.0065775416,0.035944548,0.08595866,-0.0767582,-0.009026181,0.03141788,0.039121516,0.12559642,-0.089086965,-0.009566863,-0.032504003,-0.014198409,0.0068254434,0.06215956,-0.14175762,-0.07936208,0.032556884,-0.029142996,-0.00421827,-0.13487981,0.019011443,-0.0054315394,-0.015215109,0.011401104,-0.07874029,-0.01429964,-0.019745728,0.0020054197,-0.09299329,0.1017894,-0.07868923,0.042573076,-0.0144545855,-0.014346448,-0.031892378,0.05025548,-0.022609008,-0.025518423,-0.066795506,-0.10075466,0.044750668,0.04752212,0.008710015,0.08168409,0.016654113,-0.079430036,0.007494794,0.07073583,0.075921796,0.08958988,-0.011808337,0.016423855,-0.0038997014,0.031315394,-0.03207713,0.030730061,0.11093431,0.03400462,-0.046371453
0.041214705,-0.0003940703,-0.0704776,0.014530904,-0.06330772,-0.0049773315,0.025978763,0.061807536,-0.088963576,-0.01865887,0.051942877,0.053071853,0.097656675,-0.061645772,-0.0006103794,-0.029676544,0.03244838,0.028090345,0.07472125,-0.11788592,-0.04446196,0.046454377,-0.013071953,0.013038276,-0.12780821,0.020819312,0.035285037,-0.054072432,0.028971862,-0.07710826,-0.092303336,0.0348759,-0.06337705,-0.11110406,0.06422384,-0.057742335,0.044006877,-0.017345348,-0.01289665,-0.03581436,0.051942844,-0.031020915,-0.019888498,-0.12190656,-0.12606609,0.031185422,0.030266635,0.00621941,0.09281536,0.015406954,-0.059524864,-0.016949061,0.041838765,0.06928057,0.115692556,0.037731647,4.515503e-05,-0.022792714,-0.0010787827,-0.003225518,0.060058948,0.113804676,0.026122905,-0.03388877
0.030174477,0.05330235,-0.021448828,0.032685265,-0.10212647,-0.03650599,-0.027083788,0.09089916,-0.072358534,0.06792161,0.06260039,0.009623933,0.03737342,-0.042256713,0.040573493,0.023635527,0.040351305,0.041385442,0.12563518,-0.11501022,0.0072408705,0.038757432,0.024148282,0.004999829,-0.105822325,0.006194981,0.031667244,-0.07036833,-0.017779628,-0.108934544,-0.13044614,0.044010494,-0.045208137,-0.13364649,0.019239722,-0.059404884,-0.043847468,-0.023583697,-0.011506189,-0.08638687,0.0907453,-0.00449825,0.03912844,-0.0030035444,-0.13445222,0.03271644,0.04559222,0.030613089,0.09531039,0.050769962,-0.124111935,0.008548882,0.015255118,0.03980612,0.036153268,-0.027734987,-0.034971923,-0.018882897,0.033027835,0.040334176,0.06288599,0.09577485,0.06252427,-0.0021747632
0.022777123,0.044403143,-0.08940399,-0.02763274,-0.039816596,-0.037222587,-0.0149427885,0.0799794,-0.06377067,0.039662473,0.049382757,0.029832298,0.06667134,-0.07599634,0.054612085,0.02800796,0.03403306,0.039507568,0.12125447,-0.080118544,-0.015109859,0.035117533,0.02950569,0.002132071,-0.11085627,0.029598247,0.012467732,-0.049686357,-0.012701837,-0.08948106,-0.08772826,0.025696717,-0.08753697,-0.10513941,0.025717009,-0.07759977,-0.07336907,0.00807904,-0.009259816,-0.053414956,0.081684366,-0.036029603,0.05652269,-0.0028837451,-0.11169062,0.023961795,0.015492966,0.031769134,0.119731806,0.00901983,-0.07241523,0.025543008,0.0058685406,0.0085621765,-0.013061145,-0.013684002,-0.040592194,0.0015543563,0.07013347,0.048664976,0.042330932,0.10089108,0.050612785,-0.0018886039
0.01793502,0.029492265,-0.114798225,-0.04626919,-0.055405043,-0.025798412,-0.022805812,0.080701835,-0.06084411,0.024466973,0.057660516,0.05514028,0.09382717,-0.11968936,0.0040194676,0.018804878,0.004858049,0.006786252,0.14164342,-0.08245989,-0.115856245,0.02003874,0.018683407,-0.006947805,-0.15917143,0.022689205,0.009006248,-0.0403143,-0.04113984,-0.068789914,-0.028732821,-0.030340657,-0.05734995,-0.03225052,0.056816366,-0.079035014,0.014177939,0.029064372,-0.011482804,-0.07104913,0.06910259,-0.057169408,0.02539147,-0.06051135,-0.061390597,0.042466618,0.0381381,0.01651645,0.1353565,0.010034416,-0.04945064,0.027453637,0.030315975,-0.031475395,-0.03129104,-0.033831187,-0.006353762,0.0122790765,0.065933414,-0.019801747,0.050412603,0.106664754,0.033904172,-0.00726666
0.028808268,0.024991883,-0.13230672,-0.024756059,-0.106219344,-0.034908418,-0.019020068,0.057266776,-0.07706846,-0.004605196,0.052566733,0.008049167,0.07008284,-0.077312574,0.042094104,0.06015656,-0.0662549,-0.046537954,0.019815821,-0.0553091,-0.10181463,0.014130455,0.010290431,-0.026992928,-0.1835766,0.013445727,0.020794861,-0.047330886,0.0002040096,-0.04673832,-0.01192045,0.00047072186,-0.06986086,-0.021602033,0.0113592865,-0.12312344,0.025688175,0.030191604,-0.01722883,-0.09397939,-0.015062326,0.002693571,0.034529347,-0.01147448,-0.04571586,0.030155867,0.030805426,0.013024407,0.10092868,0.08308396,-0.080671236,-0.003631683,0.024897182,0.0077021327,0.0062960433,-0.00054746406,-0.029358162,0.00049639225,0.11645787,-0.045569893,0.16102453,0.12573357,0.0911727,0.010208094
0.003927501,0.009762651,-0.06838381,0.024054065,-0.09227859,-0.04518305,-0.030783199,0.038221687,-0.06797907,0.035731267,0.083193034,0.045518786,0.12898505,-0.021230593,0.032927483,0.07240527,-0.050187383,-0.0198923,0.029347293,-0.072849974,-0.050240304,0.03359186,0.045507524,-0.012658882,-0.14435628,0.050592255,-0.028284924,0.024093179,0.016301999,-0.046677705,-0.08005024,0.08348719,-0.1346946,-0.06838999,0.07198888,-0.07793647,-0.021716489,0.02596405,-0.022338083,-0.09415722,0.06957831,-0.039778322,-0.056727625,-0.0037555278,-0.06749013,0.017114583,-0.0010696652,0.038906913,0.094262086,0.048884038,-0.052500863,-0.017358128,0.0492739,-0.024717089,-0.020562923,-0.00993776,-0.008425865,0.008726614,0.09307924,0.054382283,0.10816716,0.043427758,-0.0051312963,0.0020166084
-0.0019150779,-0.0057770554,-0.07990338,0.026205616,-0.09057121,-0.03656719,-0.03555813,0.025880719,-0.0450322,0.040183473,0.03637404,0.009607372,0.12153027,-0.048411045,0.0063412525,0.013677089,-0.08330994,-0.017934753,0.00039288416,-0.056075174,-0.10988656,0.03296608,0.021077387,-0.026492074,-0.11867762,0.045181002,0.0017830962,0.026674561,0.028638683,-0.024630483,-0.11243182,0.079541996,-0.08232882,-0.061550736,0.041213065,-0.05022449,-0.074143074,0.057227414,-0.025099635,-0.03289216,0.08343159,-0.061983638,-0.047618847,0.005074005,-0.10073409,0.0049616904,-0.05231414,0.010318386,0.08899684,0.076538555,-0.07434015,-0.020672826,0.029439107,-0.011829681,-0.031215822,-0.06674569,-0.018938068,-0.015695138,0.06437946,0.06935312,0.060857154,0.085727744,0.04547585,0.004986667
-0.0034062502,0.015546881,-0.033971723,0.036013294,0.028749669,-0.035407722,-0.030730113,0.049509615,-0.020432249,0.055750865,0.021134946,0.02652753,0.053153135,-0.13302791,-0.008971154,0.035619106,-0.070202366,0.032588895,0.057392076,-0.0673517,-0.12192944,0.027603086,0.016552318,-0.024182368,-0.07513309,0.031985804,0.101070136,-0.05950577,0.05460024,-0.0163001,-0.07766962,0.06914148,-0.080936685,-0.040884595,0.0024098966,-0.050223988,-0.13613628,0.0046072896,-0.028052598,-0.005686056,0.07869884,-0.10188402,-0.04277953,-0.04076282,-0.14156409,0.0045764386,-0.022372764,-0.019681752,0.10554004,0.10351145,-0.074787654,0.021748835,0.027577413,0.0035240154,0.010955148,-0.085753456,-0.02889652,0.030605871,-0.0040650307,0.09344297,0.049199753,0.100792885,0.06566938,-0.008677302
-0.005472775,-0.030952856,-0.025842462,-0.017437043,-0.041901466,-0.037503086,-0.022063265,0.008298885,-0.013290534,0.019538961,0.032083128,-0.013899275,0.11762571,-0.1064413,0.040094312,0.045978673,-0.14402173,0.02583963,0.07580132,-0.056678012,-0.090023205,0.013732862,0.015943177,-0.038907498,-0.026959714,0.059188686,0.11631124,-0.09887183,0.024561195,-0.028445557,-0.023064181,0.058675732,-0.07043472,-0.08045908,0.028649772,-0.1035168,-0.095196575,0.021896468,-0.03237945,0.049447738,0.10440885,-0.087962285,-0.08947742,-0.016280444,-0.11262046,-0.0023708341,0.03744816,-0.0064645307,0.111277975,0.0958126,-0.02961543,0.03376462,-0.018032573,0.023163833,-0.041918796,-0.027952977,-0.0011834747,0.012376881,0.030700766,0.09373489,0.02725499,0.040631384,0.081756555,-0.003473781
